DATE,BULAN,TAHUN,TINGGI HILAL MINIMUM,ELONGASI GEOSENTRIK MINIMUM,ELONGASI TOPOSENTRIK MINIMUM,BEDA AZIMUT MINIMUM,TINGGI HILAL MAKSIMUM,ELONGASI GEOSENTRIK MAKSIMUM,ELONGASI TOPOSENTRIK MAKSIMUM,BEDA AZIMUT MAKSIMUM,MABIMS NOT VISIBLE,MABIMS VISIBLE,ODEH NOT VISIBLE,ODEH VISIBLE OPTIC,ODEH VISIBLE NAKED EYE,KATSNER NOT VISIBLE,KATSNER VISIBLE OPTIC,KATSNER VISIBLE NAKED EYE
2003-10-26,9,1424,8.55675478718452,11.3880094165188,10.4798570989892,-5.71106046674953,11.5233990534577,13.4232833796361,12.4330793561348,-0.948883001856871,0,1,0,0,1,0,0.06,0.94
2003-11-24,10,1424,2.82604075404855,5.66815604009409,4.86040341444693,-3.98434062107998,5.83659683857757,7.83440033405046,6.84148753706236,-1.39713122321737,0.34,0.66,0.7,0.3,0,0,1,0
2003-12-23,11,1424,-3.02652955567097,3.40425221854274,3.23204724658085,-3.59454457094097,0.374916802677559,3.78885431615263,3.9104471605801,-3.06986513026712,1,0,1,0,0,1,0,0
2004-1-22,12,1424,5.12209569732214,8.17147835258464,7.35182872152222,-4.31573296581317,8.04945791827285,9.89276844504547,8.91612169895218,-0.772921400196935,0,1,0,0.76,0.24,0,1,0
2004-2-20,1,1425,-0.946125470496288,4.80209133690611,4.25143237692763,-4.74442264782536,2.09232956352746,5.00248305057803,4.74519105221488,-3.1442500103486,1,0,1,0,0,0.88,0.12,0
2004-3-21,2,1425,3.87330436416571,5.83007974966537,4.89604409917564,-1.48566628654299,5.41683432691539,7.18457582564376,6.27054157527366,1.45422376395538,0.4,0.6,0.64,0.36,0,0,1,0
2004-4-19,3,1425,-3.61574826107647,1.31600378861852,1.71560325610918,-2.33842674348438,-1.83507720148644,2.66326153498508,3.28096340174717,-1.24444287064245,1,0,1,0,0,1,0,0
2004-5-19,4,1425,-1.06914496152263,2.30270551887518,2.00167374445438,1.87797101367437,1.30174024608037,3.7124790193675,3.12025724841148,2.94660277038406,1,0,1,0,0,0.99,0.01,0
2004-6-18,5,1425,2.48740074109863,6.71915298199613,6.16339854776987,3.30215190207269,5.77252075523302,8.19019401095211,7.38300070005868,5.6661642968819,0.07,0.93,0.79,0.21,0,0,1,0
2004-7-17,6,1425,-3.29560739164878,4.88155293501157,4.63812257313077,4.54389976750503,0.0975386405234698,5.04662735114068,5.39151953164425,5.00561051807586,1,0,1,0,0,1,0,0
2004-8-16,7,1425,2.1851330849174,5.75099489675307,5.02604756185324,1.81910407488374,4.8442797243295,6.84202949630545,6.01463091982191,4.19072460469209,0.62,0.38,1,0,0,0,1,0
2004-9-14,8,1425,-4.03454743855044,3.72425005612719,3.7037808280453,3.67114152021406,-1.2222732395092,4.6831020581862,5.19967367938365,4.59530353187768,1,0,1,0,0,1,0,0
2004-10-14,9,1425,1.11266218245819,3.02413830293149,2.09761616587801,-1.76895707189408,2.97475743200124,4.78909851793778,3.81756166369924,0.187426045961729,1,0,1,0,0,0.01,0.99,0
2004-11-13,10,1425,6.50216639769074,10.3992277726625,9.62167856757638,-7.09703964143813,10.201173066807,12.4540557577779,11.5048224232239,-3.03399183124742,0,1,0,0.03,0.97,0,0.72,0.28
2004-12-12,11,1425,1.27630039741401,5.75119188144415,5.18824437943701,-5.3040566114731,4.98966212492267,7.53625652860117,6.63146312155235,-3.17669599074779,0.52,0.48,0.97,0.03,0,0.04,0.96,0
2005-1-10,12,1425,-3.83432100734686,4.95267489119728,4.64937629559316,-5.25906049265512,0.102385632089478,5.35217934506845,5.80529540550269,-4.55439317163925,1,0,1,0,0,1,0,0
